freq,c_resid,terrtypo,nace_r2,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,FOR,DEG1,I551-I553,NR,ITG2	163934 	210585 	195080 	205849 	234852 	277006 	269464 	321544 	80452 	158132 	320819 	355288 	413785 
A,FOR,DEG1,I551-I553,NR,ITH	15510264 	16323025 	16380443 	16629601 	17535830 	19326888 	20009253 	20955636 	5230755 	8383006 	18084878 	21911121 	23798631 
A,FOR,DEG1,I551-I553,NR,ITH1	342887 	353990 	367340 	373786 	408475 	428025 	433118 	445218 	165929 	289009 	498271 	579717 	637891 
A,FOR,DEG1,I551-I553,NR,ITH2	214281 	242832 	239260 	270308 	277051 	308902 	331547 	347188 	153109 	159137 	350427 	436018 	451383 
A,FOR,DEG1,I551-I553,NR,ITH3	9833175 	10332392 	10459190 	10910316 	11330604 	12623777 	13127853 	13901058 	3066354 	4943497 	11424738 	13957929 	14954913 
A,FOR,DEG1,I551-I553,NR,ITH4	522487 	513616 	520655 	558582 	613510 	643201 	686719 	740603 	241006 	423019 	795644 	938847 	1063079 
A,FOR,DEG1,I551-I553,NR,ITH5	4597434 	4880195 	4793998 	4516609 	4906190 	5322983 	5430016 	5521569 	1604357 	2568344 	5015798 	5998610 	6691365 
A,FOR,DEG1,I551-I553,NR,ITI	26800613 	27212546 	27446206 	26770703 	26865272 	28798378 	30675810 	32220967 	4697813 	6896103 	26630891 	36073762 	41831230 
A,FOR,DEG1,I551-I553,NR,ITI1	7548716 	7930349 	8152696 	8547465 	8819207 	9348408 	9706341 	9873492 	1593129 	2644765 	7133331 	9087575 	9687132 
A,FOR,DEG1,I551-I553,NR,ITI2	326683 	326093 	346464 	361963 	352224 	326178 	359685 	370702 	86590 	142121 	334900 	415910 	421631 
A,FOR,DEG1,I551-I553,NR,ITI3	271288 	302178 	299994 	358162 	300422 	379760 	311231 	297779 	110323 	218596 	301168 	347649 	386893 
A,FOR,DEG1,I551-I553,NR,ITI4	18653926 	18653926 	18647052 	17503113 	17393419 	18744032 	20298553 	21678994 	2907771 	3890621 	18861492 	26222628 	31335574 
A,FOR,DEG1,I551-I553,NR,LI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,FOR,DEG1,I551-I553,NR,LI0	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,FOR,DEG1,I551-I553,NR,LI00	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,FOR,DEG1,I551-I553,NR,LT	1638670 	1820589 	1944752 	2011639 	2185185 	2268630 	2502023 	2798325 	782869 	892872 	1967720 	2224462 	2329390 
A,FOR,DEG1,I551-I553,NR,LT0	1638670 	1820589 	1944752 	2011639 	2185185 	2268630 	2502023 	2798325 	782869 	892872 	1967720 	2224462 	2329390 
A,FOR,DEG1,I551-I553,NR,LT01	: 	: 	: 	1415106 	1549524 	1598495 	1747893 	1961658 	459885 	568825 	1303591 	1499744 	1544260 
A,FOR,DEG1,I551-I553,NR,LT02	: 	: 	: 	596533 	635661 	670135 	754130 	836667 	322984 	324047 	664129 	724718 	785130 
A,FOR,DEG1,I551-I553,NR,LU	894370 	913739 	1070474 	1047437 	1018083 	957582 	918766 	1015181 	402847 	533402 	909708 	997883 	1077737 
A,FOR,DEG1,I551-I553,NR,LU0	894370 	913739 	1070474 	1047437 	1018083 	957582 	918766 	1015181 	402847 	533402 	909708 	997883 	1077737 
A,FOR,DEG1,I551-I553,NR,LU00	894370 	913739 	1070474 	1047437 	1018083 	957582 	918766 	1015181 	402847 	533402 	909708 	997883 	1077737 
A,FOR,DEG1,I551-I553,NR,LV	1866403 	2037937 	2235400 	2271778 	2416964 	2675666 	2952291 	2999234 	1106689 	624352 	1519650 	1853885 	2047889 
A,FOR,DEG1,I551-I553,NR,LV0	1866403 	2037937 	2235400 	2271778 	2416964 	2675666 	2952291 	2999234 	1106689 	624352 	1519650 	1853885 	2047889 
A,FOR,DEG1,I551-I553,NR,LV00	1866403 	2037937 	2235400 	2271778 	2416964 	2675666 	2952291 	2999234 	1106689 	624352 	1519650 	1853885 	2047889 
A,FOR,DEG1,I551-I553,NR,MK	: 	: 	: 	: 	: 	526773 	616354 	639714 	117646 	300677 	524845 	642551 	724510 
A,FOR,DEG1,I551-I553,NR,MK0	: 	: 	: 	: 	: 	526773 	616354 	639714 	117646 	300677 	524845 	642551 	724510 
A,FOR,DEG1,I551-I553,NR,MK00	: 	: 	: 	: 	: 	526773 	616354 	639714 	117646 	300677 	524845 	642551 	724510 
A,FOR,DEG1,I551-I553,NR,MT	3591466 	4119769 	4243349 	4157497 	4048452 	4417820 	4554915 	4504122 	1226181 	2112922 	4062840 	4879893 	5564585 
A,FOR,DEG1,I551-I553,NR,MT0	3591466 	4119769 	4243349 	4157497 	4048452 	4417820 	4554915 	4504122 	1226181 	2112922 	4062840 	4879893 	5564585 
A,FOR,DEG1,I551-I553,NR,MT00	3591466 	4119769 	4243349 	4157497 	4048452 	4417820 	4554915 	4504122 	1226181 	2112922 	4062840 	4879893 	5564585 
A,FOR,DEG1,I551-I553,NR,NL	13874914 	15090594 b	16697570 	17849687 	19467116 	22295894 	23394809 	25717196 	8452420 	7491087 	23157180 	29590739 	30959171 
A,FOR,DEG1,I551-I553,NR,NL1	152608 	126091 	165174 	182590 	170860 	220366 	260926 	249377 	118120 	112300 	294657 	288427 	370458 
A,FOR,DEG1,I551-I553,NR,NL11	130524 	99107 	121301 	144243 	118944 	167006 	182502 	179799 	80757 	83287 	211723 	216250 	279262 
A,FOR,DEG1,I551-I553,NR,NL12	22085 	26985 	43874 	38347 	51916 	53360 	78424 	69578 	37364 	29013 	82934 	72177 	91196 
A,FOR,DEG1,I551-I553,NR,NL13	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,FOR,DEG1,I551-I553,NR,NL2	504201 	475263 	504322 	608000 	692007 	817763 	909546 	1001645 	389643 	384117 	900813 	1120776 	1139321 
A,FOR,DEG1,I551-I553,NR,NL21	141351 	104214 	114105 	161021 	216529 	245333 	261084 	229098 	111661 	113116 	215160 	320411 	271648 
A,FOR,DEG1,I551-I553,NR,NL22	303706 	296091 	301069 	361906 	399118 	460193 	524640 	619572 	232149 	202976 	489945 	631060 	696908 
A,FOR,DEG1,I551-I553,NR,NL23	59144 	74957 	89149 	85073 	76360 	112237 	123822 	152975 	45833 	68025 	195708 	169306 	170765 
A,FOR,DEG1,I551-I553,NR,NL3	12219641 	13465485 	15010534 	15886322 	17317254 	19718281 	20539794 	22729029 	7276132 	6394315 	20604944 	26346001 	27482867 
A,FOR,DEG1,I551-I553,NR,NL31	336494 	283198 	295527 	382538 	357998 	480427 	429456 	499222 	175759 	141553 	447365 	698378 	: 
A,FOR,DEG1,I551-I553,NR,NL32	9880773 	10989335 	12308591 	12913185 	14230930 	16279781 	16938463 	19033109 	5511209 	4811205 	16501637 	20756228 	21432282 
A,FOR,DEG1,I551-I553,NR,NL33	1958190 	2088606 	2329998 	2498869 	2640057 	2861833 	3032588 	3081313 	1516734 	1380860 	3496603 	4736239 	: 
A,FOR,DEG1,I551-I553,NR,NL34	44184 	104346 	76418 	91730 	88268 	96239 	139287 	115385 	72430 	60697 	159339 	155155 	187850 
A,FOR,DEG1,I551-I553,NR,NL35	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	698378 	614638 
A,FOR,DEG1,I551-I553,NR,NL36	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4736239 	5248098 
A,FOR,DEG1,I551-I553,NR,NL4	998464 	1023754 	1017539 	1172775 	1286995 	1539485 	1684542 	1737145 	668525 	600355 	1356766 	1835535 	1966525 
A,FOR,DEG1,I551-I553,NR,NL41	542189 	576267 	561956 	683090 	715940 	814505 	835186 	895317 	341567 	295075 	654130 	841901 	903321 
A,FOR,DEG1,I551-I553,NR,NL42	456275 	447487 	455583 	489685 	571056 	724980 	849357 	841829 	326958 	305279 	702637 	993634 	1063204 
A,FOR,DEG1,I551-I553,NR,NO	2636216 	2749443 	3121383 	3428331 	3727583 	: 	: 	: 	882625 	1072811 	3216555 	3912702 	4349276 
A,FOR,DEG1,I551-I553,NR,NO0	2636216 	2749443 	3121383 	3428331 	3727583 	: 	: 	: 	882625 	1072811 	3216555 	3912702 	4349276 
A,FOR,DEG1,I551-I553,NR,NO02	0 	0 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	0 
A,FOR,DEG1,I551-I553,NR,NO06	154158 	155968 	166356 	181257 	196925 	: 	: 	: 	56426 	65525 	152660 	185897 	196685 
A,FOR,DEG1,I551-I553,NR,NO07	179019 	167136 	202141 	209270 	301723 	: 	: 	: 	: 	0 	0 	0 	0 
A,FOR,DEG1,I551-I553,NR,NO08	: 	: 	: 	: 	: 	: 	: 	: 	495114 	579115 	1936600 	2430475 	2795600 
A,FOR,DEG1,I551-I553,NR,NO09	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,FOR,DEG1,I551-I553,NR,NO0A	: 	: 	: 	: 	: 	: 	: 	: 	331085 	428171 	1127295 	1296330 	1356991 
A,FOR,DEG1,I551-I553,NR,NO0B	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,FOR,DEG1,I551-I553,NR,PL	7019366 	7522036 	7863130 	8463874 	9455553 	10132753 	10545712 	11094704 	3208599 	3779972 	8822523 	10276777 	11177140 
A,FOR,DEG1,I551-I553,NR,PL2	2506046 	2759836 	2901515 	3049242 	3371975 	3564212 	3704755 	4034064 	910850 	1048324 	2764565 	3667905 	4208789 
A,FOR,DEG1,I551-I553,NR,PL21	2129238 	2351345 	2459297 	2562803 	2794248 	2965098 	3011615 	3350433 	660293 	737117 	2149247 	3037044 	3647863 
A,FOR,DEG1,I551-I553,NR,PL22	376808 	408491 	442218 	486439 	577727 	599114 	693140 	683631 	250557 	311207 	615318 	630861 	560926 
A,FOR,DEG1,I551-I553,NR,PL4	682236 	670956 	696853 	752147 	839431 	865682 	859077 	904811 	429228 	509058 	855653 	909035 	948788 
A,FOR,DEG1,I551-I553,NR,PL41	376096 	358373 	388457 	397551 	436702 	435468 	430966 	415116 	142536 	179924 	367559 	416929 	440541 
A,FOR,DEG1,I551-I553,NR,PL42	253996 	271462 	257185 	297064 	336143 	361939 	368924 	422092 	250858 	281156 	415266 	412799 	428207 
A,FOR,DEG1,I551-I553,NR,PL43	52144 	41121 	51211 	57532 	66586 	68275 	59187 	67603 	35834 	47978 	72828 	79307 	80040 
A,FOR,DEG1,I551-I553,NR,PL5	642580 	669186 	724915 	737988 	917574 	961178 	947110 	1033955 	337059 	378685 	712399 	859090 	899428 
A,FOR,DEG1,I551-I553,NR,PL51	609583 	634309 	692185 	697439 	866437 	911058 	897496 	975581 	313559 	353694 	675109 	821698 	859403 
A,FOR,DEG1,I551-I553,NR,PL52	32997 	34877 	32730 	40549 	51137 	50120 	49614 	58374 	23500 	24991 	37290 	37392 	40025 
A,FOR,DEG1,I551-I553,NR,PL6	840191 	892824 	973305 	1069999 	1210811 	1374681 	1457231 	1579304 	491785 	531431 	1071602 	1414026 	1547074 
A,FOR,DEG1,I551-I553,NR,PL61	169771 	148206 	158538 	197966 	231772 	229736 	218803 	245081 	81376 	106572 	166693 	191393 	187575 
A,FOR,DEG1,I551-I553,NR,PL62	84735 	91823 	99702 	87036 	92496 	89141 	95350 	92379 	32600 	26991 	44909 	62485 	70157 
A,FOR,DEG1,I551-I553,NR,PL63	585685 	652795 	715065 	784997 	886543 	1055804 	1143078 	1241844 	377809 	397868 	860000 	1160148 	1289342 
A,FOR,DEG1,I551-I553,NR,PL7	: 	: 	: 	: 	: 	297582 	454612 	446067 	229666 	228368 	369854 	328287 	294398 
A,FOR,DEG1,I551-I553,NR,PL71	: 	: 	: 	: 	: 	259384 	412275 	391993 	204446 	195575 	324223 	266805 	211341 
A,FOR,DEG1,I551-I553,NR,PL72	: 	: 	: 	: 	: 	38198 	42337 	54074 	25220 	32793 	45631 	61482 	83057 
A,FOR,DEG1,I551-I553,NR,PL8	: 	: 	: 	: 	: 	430853 	404958 	429065 	132622 	170460 	543701 	484286 	446005 
A,FOR,DEG1,I551-I553,NR,PL81	: 	: 	: 	: 	: 	135205 	137929 	141138 	38622 	50608 	187435 	139800 	129572 
A,FOR,DEG1,I551-I553,NR,PL82	: 	: 	: 	: 	: 	148845 	136655 	142566 	50990 	68025 	240943 	231260 	222045 
A,FOR,DEG1,I551-I553,NR,PL84	: 	: 	: 	: 	: 	146803 	130374 	145361 	43010 	51827 	115323 	113226 	94388 
A,FOR,DEG1,I551-I553,NR,PL9	: 	: 	: 	: 	: 	2638565 	2717969 	2667438 	677389 	913646 	2504749 	2614148 	2832658 
A,FOR,DEG1,I551-I553,NR,PL91	: 	: 	: 	: 	: 	2553170 	2633937 	2582963 	633171 	865461 	2423619 	2526002 	2746151 
A,FOR,DEG1,I551-I553,NR,PL92	: 	: 	: 	: 	: 	85395 	84032 	84475 	44218 	48185 	81130 	88146 	86507 
A,FOR,DEG1,I551-I553,NR,PT	13277753 	15004978 b	17084946 	18915252 	21135157 	23881400 	25143651 	26487401 	6380216 	10048987 	26208379 	30350535 	32103823 
A,FOR,DEG1,I551-I553,NR,PT1	9500881 	10697039 	12637394 	14152291 	16051752 	18564213 	19778715 	21328118 	4949002 	7589209 	20723044 	24221949 	25573935 
A,FOR,DEG1,I551-I553,NR,PT11	1944405 	2276074 	2744897 	3187671 	3786403 	4449963 	4899615 	5526548 	1345157 	2136563 	5776475 	7019886 	7575687 
A,FOR,DEG1,I551-I553,NR,PT15	170431 	205483 	212622 	250556 	309682 	386219 	431059 	479033 	149486 	236672 	499604 	572058 	616287 
A,FOR,DEG1,I551-I553,NR,PT16	343405 	364278 	445927 	506872 	567137 	663739 	734150 	743123 	188461 	266959 	661619 	: 	: 
A,FOR,DEG1,I551-I553,NR,PT17	7042640 	7851204 	9233948 	10207192 	11388530 	13061911 	13713891 	14579414 	3265898 	4949015 	13785346 	: 	: 
A,FOR,DEG1,I551-I553,NR,PT18	0 	0 	0 	0 	0 	2381 	0 	0 	0 	0 	0 	: 	: 
A,FOR,DEG1,I551-I553,NR,PT19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	752494 	804803 
A,FOR,DEG1,I551-I553,NR,PT1A	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15258514 	15918262 
A,FOR,DEG1,I551-I553,NR,PT1B	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	618997 	658896 
A,FOR,DEG1,I551-I553,NR,PT1C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,FOR,DEG1,I551-I553,NR,PT1D	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,FOR,DEG1,I551-I553,NR,PT2	332029 	434676 	418246 	449077 	505404 	572259 	632303 	678126 	87542 	244510 	700356 	884853 	1030982 
A,FOR,DEG1,I551-I553,NR,PT20	332029 	434676 	418246 	449077 	505404 	572259 	632303 	678126 	87542 	244510 	700356 	884853 	1030982 
A,FOR,DEG1,I551-I553,NR,PT3	3444843 	3873263 	4029306 	4313884 	4578001 	4744928 	4732633 	4481157 	1343672 	2215268 	4784979 	5243733 	5498906 
A,FOR,DEG1,I551-I553,NR,PT30	3444843 	3873263 	4029306 	4313884 	4578001 	4744928 	4732633 	4481157 	1343672 	2215268 	4784979 	5243733 	5498906 
A,FOR,DEG1,I551-I553,NR,RO	2487855 	2637039 	2889419 	3353571 	3697430 	4074152 	4104513 	4137706 	813092 	1512215 	2957723 	3594018 	3985026 
A,FOR,DEG1,I551-I553,NR,RO1	527306 	566044 	639956 	776744 	917498 	1002181 	1016657 	992716 	168152 	337191 	612740 	797270 	863369 
A,FOR,DEG1,I551-I553,NR,RO11	198691 	196129 	220060 	281970 	336875 	389522 	424000 	401767 	71606 	144790 	271825 	338567 	352081 
A,FOR,DEG1,I551-I553,NR,RO12	328615 	369915 	419896 	494774 	580623 	612659 	592657 	590949 	96546 	192401 	340915 	458703 	511288 
A,FOR,DEG1,I551-I553,NR,RO2	282392 	367132 	383646 	430933 	423780 	453956 	427356 	438027 	104591 	174469 	352237 	341968 	340226 
A,FOR,DEG1,I551-I553,NR,RO21	111406 	116971 	131391 	143228 	176075 	187472 	183437 	192961 	45627 	69022 	171662 	173202 	169887 
A,FOR,DEG1,I551-I553,NR,RO22	170986 	250161 	252255 	287705 	247705 	266484 	243919 	245066 	58964 	105447 	180575 	168766 	170339 
A,FOR,DEG1,I551-I553,NR,RO3	1331865 	1397196 	1566148 	1801164 	1983121 	2179564 	2234911 	2293365 	440087 	843846 	1739174 	2146087 	2467720 
A,FOR,DEG1,I551-I553,NR,RO31	167216 	147247 	101405 	98485 	113301 	133536 	173741 	141709 	33418 	50849 	70166 	103561 	107741 
A,FOR,DEG1,I551-I553,NR,RO32	1164649 	1249949 	1464743 	1702679 	1869820 	2046028 	2061170 	2151656 	406669 	792997 	1669008 	2042526 	2359979 
A,FOR,DEG1,I551-I553,NR,RO4	346292 	306667 	299669 	344730 	373031 	438451 	425589 	413598 	100262 	156709 	253572 	308693 	313711 
A,FOR,DEG1,I551-I553,NR,RO41	82345 	82844 	65735 	78340 	82674 	93114 	74257 	69608 	19671 	32763 	60186 	82972 	84077 
A,FOR,DEG1,I551-I553,NR,RO42	263947 	223823 	233934 	266390 	290357 	345337 	351332 	343990 	80591 	123946 	193386 	225721 	229634 
A,FOR,DEG1,I551-I553,NR,RS	: 	: 	: 	: 	: 	: 	: 	: 	841021 e	1766278 	3793758 e	4178335 e	4449745 
A,FOR,DEG1,I551-I553,NR,RS1	: 	: 	: 	: 	: 	: 	: 	: 	708572 e	1494828 	3328692 e	3595900 e	3830630 
A,FOR,DEG1,I551-I553,NR,RS11	: 	: 	: 	: 	: 	: 	: 	: 	583675 e	1212955 	2633424 e	2898789 e	3109858 
A,FOR,DEG1,I551-I553,NR,RS12	: 	: 	: 	: 	: 	: 	: 	: 	124897 e	281873 	695268 e	697111 e	720772 
A,FOR,DEG1,I551-I553,NR,RS2	: 	: 	: 	: 	: 	: 	: 	: 	132449 e	271450 	465066 e	582435 e	619115 
A,FOR,DEG1,I551-I553,NR,RS21	: 	: 	: 	: 	: 	: 	: 	: 	69681 e	164546 	253582 e	301119 e	339135 
A,FOR,DEG1,I551-I553,NR,RS22	: 	: 	: 	: 	: 	: 	: 	: 	62768 e	106904 	211484 e	281316 e	279980 
A,FOR,DEG1,I551-I553,NR,SE	5199442 	5411973 	5991346 	6836398 	7340771 	7833925 	8421083 	8331385 	2320548 	3053204 	6625374 	7911415 	8914752 
A,FOR,DEG1,I551-I553,NR,SE1	3549258 	3672859 	4029322 	4546762 	4789063 	5276240 	5736792 	5610429 	1526841 	1869271 	4260065 	5072536 	5577799 
A,FOR,DEG1,I551-I553,NR,SE11	3157335 	3238432 	3577812 	4048902 	4263392 	4734080 	5165880 	5076061 	1357221 	1637908 	3815282 	4564405 	4950772 
A,FOR,DEG1,I551-I553,NR,SE12	391923 	434427 	451510 	497860 	525671 	542160 	570912 	534368 	169620 	231363 	444783 	508131 	627027 
A,FOR,DEG1,I551-I553,NR,SE2	1572721 	1650493 	1873837 	2202526 	2450019 	2442984 	2549163 	2592315 	759239 	1087108 	2184290 	2688397 	3174849 
A,FOR,DEG1,I551-I553,NR,SE21	114431 	119991 	126569 	141348 	153430 	167455 	159523 	179308 	51064 	80349 	158219 	190993 	193400 
A,FOR,DEG1,I551-I553,NR,SE22	570912 	577583 	664262 	747310 	856032 	892042 	968038 	1022169 	357453 	500318 	854406 	1041397 	1182053 
A,FOR,DEG1,I551-I553,NR,SE23	887378 	952919 	1083006 	1313868 	1440557 	1383487 	1421602 	1390838 	350722 	506441 	1171665 	1456007 	1799396 
A,FOR,DEG1,I551-I553,NR,SE3	77463 	88621 	88187 	87110 	101689 	114701 	135128 	128641 	34468 	96825 	181019 	150482 	162104 
A,FOR,DEG1,I551-I553,NR,SE31	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,FOR,DEG1,I551-I553,NR,SE32	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,FOR,DEG1,I551-I553,NR,SE33	77463 	88621 	88187 	87110 	101689 	114701 	135128 	128641 	34468 	96825 	181019 	150482 	162104 
A,FOR,DEG1,I551-I553,NR,SI	1002216 	1058061 	1131685 	1331218 	1484891 	1709076 	: 	2528194 	614909 	941640 	2224572 	2671378 	2935255 
A,FOR,DEG1,I551-I553,NR,SI0	1002216 	1058061 	1131685 	1331218 	1484891 	1709076 	: 	2528194 	614909 	941640 	2224572 	2671378 	2935255 
A,FOR,DEG1,I551-I553,NR,SI03	213153 	184438 	198393 	237488 	260711 	281386 	: 	398780 	153343 	194378 	380906 	479316 	455074 
A,FOR,DEG1,I551-I553,NR,SI04	789063 	873623 	933292 	1093730 	1224180 	1427690 	: 	2129414 	461566 	747262 	1843666 	2192062 	2480181 
A,FOR,DEG1,I551-I553,NR,SK	1309919 	1414879 	1243937 	1644147 	1888935 	1974951 	2039186 	2252095 	575539 	492390 	1134998 	1764204 	1841587 
A,FOR,DEG1,I551-I553,NR,SK0	1309919 	1414879 	1243937 	1644147 	1888935 	1974951 	2039186 	2252095 	575539 	492390 	1134998 	1764204 	1841587 
A,FOR,DEG1,I551-I553,NR,SK01	937331 	1053493 	926730 	1246621 	1424207 	1468050 	1508446 	1667303 	398346 	365016 	35159 	1319268 	1379403 
A,FOR,DEG1,I551-I553,NR,SK02	104198 	98257 	100866 	119231 	153780 	185823 	172600 	145726 	43437 	29047 	150113 	93452 	87755 
A,FOR,DEG1,I551-I553,NR,SK03	115429 	102488 	82852 	120194 	126158 	126203 	146066 	167877 	58977 	41233 	501371 	129608 	141759 
A,FOR,DEG1,I551-I553,NR,SK04	152961 	160641 	133489 	158101 	184790 	194875 	212074 	271189 	74779 	57094 	448355 	221876 	232670 
A,FOR,DEG1,I551-I553,NR,UK	80650014 	: 	206842840 	222373108 	224812921 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKC	1438419 	: 	: 	3158903 	4721330 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKC1	175640 	: 	: 	457105 	1022000 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKC2	1262779 	: 	: 	2701799 	3699330 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKD	4178005 	: 	: 	16399083 	14583800 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKD1	0 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKD3	2339672 	: 	: 	10364919 	8616830 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKD4	0 	: 	: 	975041 	837940 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKD6	147772 	: 	: 	1251214 	1468450 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKD7	1690560 	: 	: 	3807910 	3660580 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKE	2635450 	: 	: 	8652613 	9996680 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKE1	75588 	: 	: 	916936 	1526100 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKE2	405018 	: 	: 	1135711 	1249190 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKE3	832336 	: 	: 	2655358 	2915960 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKE4	1322507 	: 	: 	3944608 	4305430 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKF	1431888 	: 	: 	4184840 	4551190 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKF1	901209 	: 	: 	1240599 	1485560 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKF2	411956 	: 	: 	2442041 	2774020 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKF3	118723 	: 	: 	502200 	291610 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKG	3175933 	: 	: 	11459792 	10903360 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKG1	510474 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKG2	82761 	: 	: 	723348 	732930 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKG3	2582699 	: 	: 	10736445 	10170430 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKH	2531985 	: 	: 	8115755 	6554810 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKH1	1772003 	: 	: 	5318354 	3994630 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKH2	469620 	: 	: 	1715390 	1981860 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKH3	290362 	: 	: 	1082011 	578320 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKI	49958359 	: 	: 	108321434 	111058431 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKI3	: 	: 	: 	27983547 	28683533 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKI4	: 	: 	: 	26177174 	26845643 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKI5	: 	: 	: 	20761093 	21292717 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKI6	: 	: 	: 	17510835 	17952027 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKI7	: 	: 	: 	15888784 	16284511 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKJ	6260099 	: 	: 	24511599 	22528140 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKJ1	2637826 	: 	: 	9450106 	9477280 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKJ2	1404166 	: 	: 	6954556 	6406910 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKJ3	1255599 	: 	: 	3832521 	3151070 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKJ4	962508 	: 	: 	4274415 	3492880 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKK	2273361 	: 	: 	11476245 	12503560 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKK1	898815 	: 	: 	5645414 	6229040 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKK2	612802 	: 	: 	3637547 	4204630 	: 	: 	: 	: 	: 	: 	: 	: 
